target_ao,n_solutions,ao_min,ao_max,cost_min,cost_max,wait_min,wait_max,wait_ratio_mean,restore_ratio_mean,diag_ratio_mean,managed_min,managed_max,share_ge_target
0.9,24,0.9972783120637106,0.99730513372117,450054.22808986326,1378684.7280898634,47.23259020494093,47.70506134378924,0.997705424124158,0.0016534903870632728,0.000641085488778775,2,4,1.0
0.94,24,0.9972849847606436,0.9973210430795971,238366.87808986328,1334490.2280898634,46.95235433039986,47.5875175111759,0.9976973788475565,0.0016592878800387016,0.0006433332724048083,1,5,1.0
